quarter,speaker,title,content,sentiment,confidence,sentiment_category,LLM_sentiment,LLM_pct_strong_positive,LLM_pct_slightly_positive,LLM_pct_neutral,LLM_pct_slightly_negative,LLM_pct_strong_negative,Manual Annotations
Q4_2024,Suhasini Chandramouli,"Director, Investor Relations","All right. Thank you, Krish. Can we have the next question, please? Operator Our next question comes from Samik Chatterjee with JPMorgan. Please go ahead.",neutral,0.936357737,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2024,Samik Chatterjee,Analyst,"Great. Thank you. Thanks for taking my questions. And Luca, congrats on the new role, and a pleasure working with you these years. I guess if I can, for my first one, start with mix on the iPhone side and what I'm really curious about, if you have any thoughts given that Apple Intelligence is now going to be a consistent feature set across all the four sort of iPhones on the iPhone 16 series that you launched and going back to iPhone 15 Pro and Pro Max. Are you seeing any change in behavior from a consumer perspective in terms of which -- sort of on the mix front within the iPhone series where consumer adoption is given that there's more consistency of the features when it comes to Apple Intelligence across the board? And I have a follow-up. Thank you.",neutral,0.810775459,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q4_2024,Timothy Donald Cook,Chief Executive Officer,"It's tough to answer your question because we've been constrained in October on the Pro and the Pro Max. And so, it's really too early in the curve to call the precise mix on the consumer versus the Pro. So, we'll see.",neutral,0.808665991,Neutral,Slightly Negative,0.05,0.1,0.4,0.35,0.1,Slightly Negative
Q4_2024,Samik Chatterjee,Analyst,"OK. OK. And for my follow-up, Tim, during the quarter or, I think, over the last 90 days, we had the quotes come out in relation to the DOJ relative to the Google sort of revenue-sharing agreement that you have with them. How do you sort of look at it going forward in terms of emphasizing the role that Apple has in that ecosystem with Safari and sort of the potential outcome that you're looking at? Thank you.",neutral,0.86735642,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2024,Timothy Donald Cook,Chief Executive Officer,"You know, I don't want to speculate on that from a legal point of view. It's an ongoing case. And I will save that for another day.",neutral,0.89449805,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2024,Samik Chatterjee,Analyst,"OK. No, thank you. I'll leave it there. Thank you.",neutral,0.902447522,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2024,Suhasini Chandramouli,"Director, Investor Relations","All right. Thank you so much. Operator, may we have the next question, please? Operator Our next question comes from Richard Kramer with Arete Research. Please go ahead.",neutral,0.935114145,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2024,Richard Kramer,Arete Research -- Analyst,"Thanks very much. First one, Tim, I'd like to ask about some of the components of services where despite your installed base, some parts of the Apple One bundle, like Music and News and Arcade and Fitness are not obviously the market-leading offerings. And maybe what might change that? And what other services could you call out as growing faster, having wider or widening addressable markets like we've seen in Pay or advertising?",neutral,0.899677098,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Negative
Q4_2024,Timothy Donald Cook,Chief Executive Officer,"The way that I view it is that we have lots of opportunity in all of those, and so there's lots of customers to try to convince to take advantage of it, and we're going to continue investing in the services and adding new features and whether it's News+ or Music or Arcade, that's what we're going to do. Keep in mind that, for us, we're more focused on being best than being most, and so in some cases, not in every case, some of the services that you -- the majority of the services that you mentioned are not cross-platform. We make them for our customers only. And so, that, in some cases, changes the person who's going to sell the most perhaps. But that's -- our objective is to make the best.",neutral,0.904927194,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Slightly Positive
Q4_2024,Richard Kramer,Arete Research -- Analyst,"OK. Thanks. And then, Luca, one piece of unfinished business was your pledge to get to a net neutral cash position. And over the last two years, you stayed around $50 billion of net cash. We've clearly seen instances in the past where elevated marketing spend or other programs brought increases in market share. I guess my question looking back on your tenure is at your scale now with $57 billion of opex, do you still see incremental ways to put that cash to work in the business? Or will we just continue to see increased shareholder returns?",positive,0.66134125,Slightly Positive,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Negative
Q4_2024,Luca Maestri,"Senior Vice President, Chief Financial Officer","Well, obviously, as you've seen, our opex has gone up over the years. We've also seen, at the same time, a significant expansion in gross margin, maybe to a level that I would have not expected a few years ago, but we've done a very good job on a number of fronts. And so, I would say we -- when we plan -- every time we plan for the upcoming year, we think about all the different areas where we can deploy our resources, and we make them available to grow the business. I think we've done very well over the long term. But our fundamental philosophy is to look after the business first. And then if we have excess cash, we will continue to return it to our shareholders, and the plan has worked quite well so far.",positive,0.808592618,Slightly Positive,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Slightly Positive
Q4_2024,Suhasini Chandramouli,"Director, Investor Relations","Thank you, Richard. We'll take our last question, please, operator. Operator Our last question comes from Atif Malik with Citi. Please go ahead.",neutral,0.940017819,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2024,Atif Malik,Analyst,"Thank you for squeezing me in. It seems to us that the spec differentiation between iPhone 16 Pro and base models isn't as big as prior years. All iPhones have new A18, 18 Pro chips, and there wasn't an increase in ASPs versus last year. Can you share with us if there is a shift in your strategy in terms of Operator Unfortunately, Mr. Malik's line has dropped.",negative,0.911597013,Strong Negative,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Negative
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Thank you. Speaking first today is Apple's CEO, Tim Cook; and he'll be followed by CFO, Luca Maestri. After that, we'll open the call to questions from analysts. Before turning the call over to Tim, I would like to remind everyone that the December quarter spanned 14 weeks, while the March quarter, as usual, has 13 weeks. I'd now like to turn the call over to Tim for introductory remarks. When our analyst team has a stock tip, it can pay to listen. After all, Stock Advisor’s total average return is 1,070% — a market-crushing outperformance compared to 184% for the S&P 500. *Stock Advisor returns as of August 18, 2025",neutral,0.804258704,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Tim Cook,Chief Executive Officer,"Thank you, Tejas. Good afternoon, everyone, and thanks for joining us. Today, we're reporting revenue of $117.2 billion for the December quarter. We set all-time revenue records in a number of markets, including Canada, Indonesia, Mexico, Spain, Turkey, and Vietnam, along with quarterly records in Brazil and India. As a result of a challenging environment, our revenue was down 5% year over year. But I'm proud of the way we have navigated circumstances, seen and unforeseen, over the past several years, and I remain incredibly confident in our team and our mission and in the work we do every day. Let me discuss the three factors that impacted our revenue performance during the quarter. The first was foreign exchange headwinds, which had a nearly 800 basis point impact. On a constant currency basis, we grew year over year and would have grown in the vast majority of the markets we track. The second factor, which we described in a November 6th update with COVID-19-related challenges, which significantly impacted the supply of iPhone 14 Pro and iPhone 14 Pro Max and lasted through most of December. Because of these constraints, we had significantly less iPhone 14 Pro and iPhone 14 Pro Max supply than we planned, causing ship times to extend far beyond what we had anticipated. As we always have, every step of the way throughout the pandemic, we continue to prioritize people and worked with our suppliers to ensure the health and safety of every worker. Production is now back where we want it to be. The third factor was a challenging macroeconomic environment as the world continues to face unprecedented circumstances from inflation, to war in Eastern Europe, to the enduring impacts of the pandemic. And we know that Apple is not immune to it. But whatever conditions we face, our approach is always the same. We are thoughtful and deliberate. We manage for the long term. We adapt quickly to circumstances outside our control while delivering with excellence in the things we can. We invest in innovation, in people, and in the positive difference we can make in the world. And we do it all to provide our customers with technology that will enrich their lives and help unlock their full creative potential. It's a wonderful thing to be a part of, and it's so rewarding for all of us at Apple when we hear how much our customers are loving what we create. Let me talk now about what we saw across our product categories. Starting with iPhone. Revenue came in at $65.8 billion for the quarter, down 8% year over year. However, on a constant currency basis, iPhone revenue was roughly flat. Our customers continue to rave about the astounding camera capabilities and unprecedented battery life and the groundbreaking suite of health and safety features. The iPhone 14 lineup pushes the limits of what users can do with a smartphone. During the quarter, Mac revenue came in at $7.7 billion, which was in line with what we had expected. We had a difficult compare because this time last year, we had the extremely successful launch of the redesigned M1 MacBook Pros. We also faced a challenging macroeconomic environment and foreign exchange headwinds. We remain confident in and focused on the long-term opportunity for Mac. Just last month, we introduced new MacBook Pro models powered by our latest developments in Apple silicon, M2 Pro, and M2 Max. These chips enable unprecedented performance and do so with less energy, which is not only good for the environment but gives the newest MacBook Pro the longest battery life ever in a Mac. We also introduced the M2-powered Mac mini, which will supercharge productivity for users of all kinds and leave them stunned by just how powerful a Mac mini can be. During the quarter, iPad revenue grew 30% to a total of $9.4 billion. The very strong growth was due in part to a favorable compare to the December quarter a year ago when we experienced significant supply constraints. Customers continue to praise our new lineup for its versatility, whether it's the new iPad Pro now powered by the M2 or the newly designed iPad 10th Generation with its stunning liquid retina display and beautiful colors. Revenue for Wearables, Home and Accessories was $13.5 billion, which was down 8% year over year driven by foreign exchange headwinds and a challenging macroeconomic environment. We remain excited about the long-term opportunity in the category. As an example, a few weeks ago, we announced the next-generation HomePod, which is an indispensable addition to the smart home. This powerful smart speaker relies on advanced computational audio to produce an incredible listening experience. We're also helping users make their homes safer with sound recognition. This feature arriving later this spring allows HomePod to send a notification directly to a user's iPhone if a smoke or carbon monoxide alarm sound is identified. We continue to hear wide praise for Apple Watch Series 8 and Apple Watch Ultra, which has set a new standard for what's possible with the wearable. From a whole host of health and safety features to incredible new capabilities for extreme athletes, there is something for everyone in these amazing products. Customers are excited about some phenomenal new features we've made available across many of our products as well. One of the highlights is emergency SOS via satellite, which launched for iPhone 14 customers in the U.S. and Canada in November and for customers in France, Germany, Ireland, and the U.K. in December. This is a feature we hope our users will never need, but it is incredibly heartening to get emails from people describing the life-saving impact our new safety features have had on them. We're always looking for new ways to empower people to create and collaborate. In December, we released Freeform, a brand-new app that lets users take their ideas wherever they want, anywhere they are, all while collaborating in real time. Freeform has already received praise from reviewers for its flexibility and simplicity as it works seamlessly across iPhone, iPad, and Mac. Today, we are very excited to announce that we've achieved a truly incredible milestone. Thanks to our deep commitment to innovation, incredible customer loyalty and satisfaction, and a large number of switchers, we now have more than 2 billion active devices as part of our growing installed base, double what it was just seven years ago. This is an incredible testament to our products and services and the strength of our ecosystem. We set an all-time revenue record of $20.8 billion in services, which was better than what we had expected. We achieved double-digit revenue growth from App Store subscriptions and set all-time revenue records across a number of categories, including cloud and payment services. All told, Apple now has more than 935 million paid subscriptions. Apple has also just begun a historic 10-year partnership with Major League Soccer. Just yesterday, we launched MLS Season Pass, which will give fans in more than 100 countries access to every live MLS regular season game as well as the playoffs and MLS Cup, all with no blackouts. And while we're providing more content to sports fans than ever before, Apple TV+ continues to showcase powerful characters and moving storytelling. We were thrilled to celebrate the holidays alongside our Apple TV+ subscribers with the hit movie Spirited. And we're delighted to see how much people are enjoying new and returning series like Shrinking, Slow Horses, and Truth Be Told. And we have some great upcoming movies in Sharper and Tetris, along with Emmy Award winner, Ted Lasso, returning this spring. During the quarter, we made some great updates to Fitness+ as well, expanding our catalog of more than 3,500 workouts and meditations to include a new kickboxing category and a new sleep theme for meditations. Our latest artist spotlight series features the music of the incomparable Beyonce, and we're excited to take a stroll with guests appearing on our fifth season of Time to Walk. And we continue to build on our decades-long commitment to helping small businesses thrive when we announced Apple Business Connect. This new tool gives business owners even more control over how billions of people see and engage with their products and services every day. Businesses of all sizes can now customize key information for users across Apple Maps, Messages, Wallet, Siri, and other apps. Meanwhile, in retail, we celebrated 25 years of the Apple online store and also opened Apple Pacific Centre in Vancouver and Apple American Dream in New Jersey. And I'm grateful to all the teams who helped our customers throughout the busy holiday season. At Apple, we spend a lot of time focused on creating an unparalleled experience for our customers and every product and service that we offer. We're also just as dedicated to leading with our values in everything we do. As part of that work, we strengthened our deep commitment to privacy and security, giving users 3 new tools to protect their most sensitive data: iMessage contact key verification, security keys for Apple ID, and advanced data protection for iCloud. At Apple, we feel a deep sense of responsibility to lead the world better than we found it. We're also a year closer to 2030, and we were ever focused on the environmental commitments we set out for the end of the decade. As an example, the latest Mac mini and MacBook Pro models all use 100% recycled aluminum in the enclosure and recycled rare earth elements in all magnets. And in a first for HomePod, we're using 100% recycled gold in the plating of multiple printed circuit boards. In honor of Black History Month, we released the Black Unity collection, including the Special Edition Apple Watch Black Unity Sport Loop, a new matching watch face, and iPhone wallpaper. Through our racial, equity, and justice initiative, we're expanding our support of 5 organizations focused on lifting up communities of color through technology. And we are committed as ever to building on our progress around inclusion and diversity. During the quarter, we also announced that since the inception of our Giving program 11 years ago, we've donated more than $880 million to humanitarian efforts, disaster relief, childhood education, and more. And over the last 16 years through our partnership with RED, Apple supported grants have helped more than 11 million people get the care and support services they need. As we look ahead in 2023, we are excited about the year to come. At Apple, we are always looking forward, always focused on the next challenge, always determined to do great things with unmatched creativity and unrivaled innovation. And that makes me more confident about the future of Apple than I have ever been. With that, I'll turn it over to Luca.",neutral,0.939394951,Neutral,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Strong Positive
Q1_2023,Luca Maestri,Chief Financial Officer,"Thank you, Tim, and good afternoon, everyone. As Tim mentioned, revenue for the December quarter was $117.2 billion, down 5% from last year. A number of factors had a significant impact on our results. First, we faced a very difficult foreign exchange environment, which affected our performance by nearly 800 basis points. In other words, we grew revenue on a constant currency basis. And in fact, we did so in the vast majority of markets. Second, the macroeconomic environment this past quarter markedly more challenging than 12 months ago. Third, we experienced significant supply shortages for iPhone 14 Pro and iPhone 14 Pro Max in November and through December. On the other hand, we had the positive impact of the 14th week in the quarter that Tejas just mentioned at the beginning of the call. Products revenue was $96.4 billion, down 8% from last year due to the factors I just called out. At the same time, however, our installed base of active devices grew double digits and achieved all-time records in each geographic segment and in each major product category. We're proud to now have over 2 billion active devices in our installed base. We also set records in many services categories, including all-time revenue records for cloud services, payment services and music and December quarter records for the App Store and AppleCare. Company gross margin was 43%, up 70 basis points from last quarter due to leverage and favorable mix, partially offset by foreign exchange. Products gross margin was 37%, up 240 basis points sequentially. And services gross margin was 70.8%, up 30 basis points sequentially, both due to the same factors that impacted total company gross margin. Operating expenses of $14.3 billion were significantly below the guidance range we provided at the beginning of the quarter and grew at a slower pace than in the past as we took actions to respond to the current macro environment. Net income was $30 billion. Diluted earnings per share were $1.88, and we generated very strong operating cash flow of $34 billion. Let me now get into more detail for each of our revenue categories. iPhone revenue was $65.8 billion despite significant foreign exchange headwinds, supply constraints on iPhone 4 Pro and iPhone 14 Pro Max, and a challenging macroeconomic environment. In spite of these circumstances, we set all-time iPhone revenue records in Canada, Italy, and Spain, and saw strong growth in several emerging markets, including all-time iPhone revenue records for India and Vietnam. Importantly, this installed base of active iPhones continues to grow nicely and is at an all-time high across all geographic segments. In emerging markets, in particular, the installed base grew double digits. And we had record levels of switchers in India and in Mexico. Our customers continue to love their experience with our products, with the latest survey of U.S. consumers from 451 Research indicating customer satisfaction of 98% for the iPhone 14 family. Mac revenue was $7.7 billion, down 29% year over year and in line with our expectations. There were three key drivers for our Mac results. First, we had a challenging compare against last year's launch of the completely reimagined MacBook Pros, our first notebooks with M1 Pro and M1 Max. Second, we believe that the macro environment impacted our Mac performance. And third, we faced significant foreign exchange headwinds. At the same time, however, the installed base of active Macs reached an all-time high across all geographic segments, and we continue to see very strong upgraded activity to Apple silicon. Customer satisfaction with Mac remains very strong at 96% based on the latest survey of U.S. consumers from 451 Research. iPad revenue was $9.4 billion, up 30% year over year despite significant FX headwinds. This performance was driven by two key items. First, during the December quarter a year ago, we experienced significant supply constraints, while this year, we had enough supply to meet demand. Second, we launched our new iPad and the iPad Pro powered by the M2 chip during the quarter. The iPad installed base reached a new all-time high, thanks to incredible customer loyalty and a high number of new customers. In fact, over half of the customers who purchased iPads during the quarter were new to the product. Wearables, Home and Accessories revenue was $13.5 billion, down 8% year over year. The year-over-year decline was driven by significant FX headwinds and a challenging macroeconomic environment. However, our installed base of devices in the category set a new all-time record, thanks to the largest number of customers new to a smartwatch that we ever had in a given quarter. In fact, nearly two-thirds of customers purchasing an Apple Watch during the quarter were new to the product. Moving to services. We generated $20.8 billion in revenue, a new all-time record in total, and for many services offerings in spite of a difficult foreign exchange environment, and macroeconomic headwinds impacting certain categories such as digital advertising and mobile gaming. In constant currency, we grew services revenue double digits on top of growing 24% during the December quarter a year ago. We now have more than 935 million paid subscriptions across the services on our platform, up more than 150 million during the last 12 months alone and nearly four times what we had just five years ago. And we continue to increase the reach and improve the quality of our offerings. For instance, Apple Pay is now available to millions of merchants in nearly 70 countries and regions. And we saw a record-breaking number of purchases made using Apple Pay globally during the holiday shopping season. For example, Mars Incorporated has expanded its use of AppleCare for Enterprise to provide timely device support and assurance for iPads deployed across their manufacturing sites. Meanwhile, HCA Healthcare has leveraged Apple Financial Services to manage the annual refresh of its entire fleet of iPhones. This not only ensures that their staff stay current on the latest Apple technology, but also provides them with significant annual savings in the process. Let me now turn to our capital return program and our cash position. We returned over $25 billion to shareholders during the December quarter as our business continues to generate very strong cash flow. This included $3.8 billion in dividends and equivalents and $19 billion through open market repurchases of 133 million Apple shares. We ended the quarter with $165 billion in cash and marketable securities. We repaid $1.4 billion in maturing debt and decreased commercial paper by $8.2 billion, leaving us with total debt of $111 billion. This represents an acceleration in our underlying year-over-year business performance as the December quarter benefited from an extra week. Foreign exchange will continue to be a headwind, and we expect a negative year-over-year impact of five percentage points. For services, we expect revenue to grow year over year while continuing to face macroeconomic headwinds in areas such as digital advertising and mobile gaming. For iPhone, we expect our March quarter year-over-year revenue performance to accelerate relative to the December quarter year-over-year revenue performance. For Mac and iPad, we expect revenue for both product categories to decline double digits year over year because of challenging compares and macroeconomic headwinds. We expect gross margin to be between 43.5% and 44.5%. We expect opex to be between $13.7 billion and $13.9 billion. We expect OI&E to be around negative $100 million, excluding any potential impact from the mark-to-market of minority investments, and our tax rate to be around 16%. Finally, today, our board of directors has declared a cash dividend of $0.23 per share of common stock payable on February 16, 2023, to shareholders of record as of February 13, 2023. With that, let's open the call to questions.",negative,0.964889348,Strong Negative,Neutral,0.1,0.2,0.5,0.15,0.05,Strong Positive
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Thank you, Luca.  Operator, may we have the first question, please? Operator Certainly. We will go ahead and take our first question from David Vogt with UBS.",neutral,0.927014112,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,David Vogt,UBS -- Analyst,"Thanks, guys, for taking my question. So Tim, and maybe this is for Luca as well. You talked about the supply chain returning back to normal after a very difficult October, November, but we're still seeing some disruptions across tech products, whether it's enterprise or consumer-facing. How do you think about your supply chain and maybe the levels of inventory or builds that you might need as we go forward to sort of insulate your business from these sort of episodic disruptions? Have you changed your view? And if so, how does that affect ultimately margins and sort of your balance sheet and cash flow items going forward? Thanks.",neutral,0.580535114,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Negative
Q1_2023,Tim Cook,Chief Executive Officer,"This is Tim, David. From a supply point of view, we did see disruption from early November through most of December. And from a supply chain point of view, we're now at a point where production is what we need it to be. And so the problem is behind us. In terms of going forward in the supply chain, we build our products everywhere. There are component parts coming from many different countries in the world, and the final assembly coming from three countries in the world on just iPhone. And so we continue to optimize it. We'll continue to optimize it over time and change it to continue to improve. I think when you sort of zoom out and back up from it, the last three years have been a pretty difficult time between COVID and silicon shortages and the like. And I think it's -- I think we have had a very resilient supply chain in the aggregate. In terms of supply for this quarter, which I think was one of your points, I think we're in decent supply on most products for the quarter currently.",neutral,0.533881605,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Neutral
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Great. Thanks. Can we have the next question, please? Operator Our next question is from Shannon Cross of Credit Suisse.",neutral,0.940154374,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Shannon Cross,Credit Suisse -- Analyst,"Thank you very much. Luca, I wanted to dig a bit more into the commentary on gross margin. The guidance especially of 43.5% to 44.5% is obviously quite strong. So I'm wondering what's helping you out there, assume mix and some other things. And then how should we think about what currency and hedge is going to do as we look forward? And then I have a follow-up.",neutral,0.921639919,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2023,Luca Maestri,Chief Financial Officer,"Shannon, yes, I mean, we've had good margin for the December quarter to start with. We reported 43%. Obviously, in December, we have the benefit of leverage because of the seasonality of the business, but we also had favorable mix across the board. Of course, foreign exchange is an issue right now. In the December quarter on a sequential basis, foreign exchange was a negative 110 basis points for us. And on a year-over-year basis, it's 300 basis points. So obviously, the FX environment has changed a lot during the last 12 months. For March, yes, we've seen a margin expansion, 43.5% to 44.5%. We're doing a lot of work around cost, of course. Mix will continue to help, both within categories and services mix as we move away from the holiday season. But we're doing a lot of work on the cost structure, and that is paying off. Foreign exchange is still a negative, about 50 basis points sequentially, but it's mitigating. The last couple of weeks, the dollar has weakened a bit. And so hopefully, as we go through the year, hopefully, things will improve. But for now, as you correctly state, we are in a good position on margins.",positive,0.871230125,Strong Positive,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Slightly Positive
Q1_2023,Shannon Cross,Credit Suisse -- Analyst,"Thank you. And then, Tim, can you talk a bit about China? What you're seeing -- obviously, you've had the issues with production, but I mean more on the demand side. As we've gotten through Chinese or in Chinese New Year and the opening, I'm just wondering, are you seeing the Chinese consumer come back? What are they buying? And how are you thinking about your position there?",neutral,0.864106774,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Neutral
Q1_2023,Tim Cook,Chief Executive Officer,"Shannon, last quarter, we declined by 7% on a reported basis, but we actually grew on a constant currency basis. And that was despite some significant -- the supply constraints that we talked about earlier. And obviously, the sort of the COVID restrictions throughout China that happened in various different places throughout the country also impacted the demand during the quarter. When you look at the opening that started happening in December, we saw a marked change in traffic in our stores as compared to November. And that followed through to demand as well. And I don't want to get into January. We've obviously -- for January is included in the guidance or the color rather that Luca provided earlier. But we did see a marked change from December compared to November.",negative,0.756002247,Slightly Negative,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Slightly Positive
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Great. Thanks, Shannon. Can we have the next question, please? Operator Our next question is from Erik Woodring of Morgan Stanley.",neutral,0.935206294,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Erik Woodring,Morgan Stanley -- Analyst,"Guys, thanks for taking my questions. Maybe, Tim, first one for you. That 2 billion installed base -- device installed base figure, that's up, I believe, 200 million units year over year. That implies the strongest annual gain in new devices in your installed base basically as far back as you've provided those data points. And so I guess my two questions are: one, do you -- can you provide the installed base for the iPhone at year-end? And then two, is there anything that you see in this new cohort of users that might look different or similar to past cohorts, either by demographic or regions or monetization ramp? And then I have a follow-up. Thanks.",neutral,0.882943034,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Positive
Q1_2023,Tim Cook,Chief Executive Officer,"Yes. The installed base is now over 2 billion active devices, as you mentioned. And we set records across each geographic segment and major product category. And so it was a broad-based change. Two, correct one thing you said, it's up over 150 million year over year. The last report we reported to be over 1.85. And so it's 150 million, which we're very proud of. We also saw strong double-digit in several of the emerging markets, which is very important to us. For example, India and Brazil as just two examples. So very, very strong. And obviously, it bodes well for the future.",positive,0.67324549,Slightly Positive,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Strong Positive
Q1_2023,Erik Woodring,Morgan Stanley -- Analyst,"Great. Thank you for that, Tim. And then, Luca, obviously, the December quarter was negatively impacted by the production challenges. Can you just maybe unpackage where channel inventory levels are today kind of across the iPhone broadly? And then what the data that you're seeing so far this quarter is telling you about iPhone demand deferral versus kind of iPhone demand structuring and perhaps pushing some upgrades later into the year rather than into the March quarter? And that's it for me.",neutral,0.74891907,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2023,Tim Cook,Chief Executive Officer,"Yes. Erik, I'll take that one as well. The channel inventory levels on iPhone, we obviously ended the December quarter below our target range given the supply challenges on iPhone 14 Pro and iPhone 14 Pro Max. But as you think about this, keep in mind that a year ago, we also exited the December quarter below our target inventory range because of supply challenges in the year-ago quarter. Not related -- not the same issue, but just as a point. And so that hopefully gives you some flavor of that. In terms of what we're seeing in January, we've included in our color that Luca provided kind of our thinking. It's very hard to estimate the recapture because you have to know exactly what would have happened and how many people bought down. And it takes a while to get that -- to get those reports in during the quarter. And so we've made our best guess at it. In terms of the sizing of the constraint in Q1, what we estimate, although not with precision, is that we would -- I thought we believe iPhone would have grown during the quarter had it not been for the supply shortages. So hopefully, that provides you a little bit of color.",neutral,0.511930346,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Slightly Positive
Q1_2023,Erik Woodring,Morgan Stanley -- Analyst,Yeah. That's great. Thanks so much.,positive,0.8746683,Strong Positive,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Thanks, Erik. Can we have the next question, please? Operator Our next question comes from Aaron Rakers of Wells Fargo. Yeah. Thanks for taking the question.",neutral,0.910052001,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Aaron Rakers,Wells Fargo Securities -- Analyst,"Yeah. Thanks for taking the question. I have two as well, if I can. I guess the first kind of question, just going back on the gross margin line. Pretty good guidance into this March quarter. I'm curious if you unpack that a little bit specific around what you're seeing as far as may be benefits from component pricing in the guidance, if you're embedding any of that at this point.",neutral,0.898604333,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2023,Luca Maestri,Chief Financial Officer,"Yes. Of course, with our guidance, we try to capture every aspect of our cost structure. And obviously, components are a big portion of that. So definitely, that's included. And keep in mind, again, that foreign exchange -- I mentioned earlier, I think to Shannon, that the sequential negative on FX is 50 basis points versus a year ago, it's 270 basis points. Obviously, the U.S. dollar has moved a lot over the last 12 months. So obviously, we need to find offsets and more to the negative FX in order to be able to provide this kind of guidance. And so obviously, components are a big part of that.",neutral,0.842594504,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Neutral
Q1_2023,Aaron Rakers,Wells Fargo Securities -- Analyst,"Yep. And then kind of from a strategic perspective, given kind of the things that we're seeing out in some of your peer group, I'm curious, Tim, how you think about the role of AI in your strategy as far as particularly in the services segment, whether you're not -- you see opportunities to excel monetization abilities within the paid subscriber base and whether or not AI, is it something that you're implementing a bit more strategically there?",neutral,0.873805404,Neutral,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Slightly Positive
Q1_2023,Tim Cook,Chief Executive Officer,"Yep. It is a major focus of ours. It's incredible in terms of how it can enrich customers' lives. And you can look no further than some of the things that we announced in the fall with crash detection and fall detection or back a ways with ECG. I mean these things have literally save people's lives. And so we see an enormous potential in this space to affect virtually everything we do. It's obviously a horizontal technology, not a vertical. And so it will affect every product in every service that we have.",neutral,0.869518101,Neutral,Slightly Positive,0.25,0.45,0.25,0.04,0.01,Slightly Positive
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Thanks. Can we have the next question, please? Operator Our next question comes from Amit Daryanani of Evercore.",neutral,0.936405718,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Amit Daryanani,Evercore ISI -- Analyst,"Yep. Thanks for taking my question. I guess the first one I have is, Tim, I think based on your earlier comments that iPhones would have grown ex the production issue that implied that maybe it's a $7 billion or so impact that you had in December quarter from the production challenges on the high-end models. I'm sure it's tough to see what happens this time around. But I think historically, when you've had production issues or things like this happen, what has the consumer behavior being typically? Do they tend to go down toward the lower-end models and get the phone they want quickly? Or do they just defer the production? Just from a historical perspective, I think do you typically recover what's deferred out or no?",neutral,0.713126719,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Negative
Q1_2023,Tim Cook,Chief Executive Officer,"It's very hard to estimate is the real answer because you have to know a lot of data, and it's usually only in hindsight that you have a more reasonable view of it. And so we put our best views in the color that Luca provided. That's kind of what I would say.",neutral,0.899728894,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
